1	224.000	-75.330	
1	225.000	-74.516	
1	226.000	-73.039	
1	227.000	-71.157	
1	228.000	-69.171	
1	229.000	-66.999	
1	230.000	-64.938	
1	231.000	-62.925	
1	232.000	-60.994	
1	233.000	-59.112	
1	234.000	-56.799	
1	235.000	-52.504	
1	236.000	-8.037	
1	237.000	28.984	
1	238.000	-15.425	
1	239.000	-62.668	
1	240.000	-75.279	
1	241.000	-74.239	
1	242.000	-72.740	
1	243.000	-70.817	
1	244.000	-68.668	
1	245.000	-66.554	
1	246.000	-64.471	
1	247.000	-62.523	
1	248.000	-60.714	
1	249.000	-58.846	
1	250.000	-56.460	
1	251.000	-51.723	
1	252.000	21.757	
1	253.000	24.616	
1	254.000	-19.231	
1	255.000	-67.767	
1	256.000	-75.199	
1	257.000	-74.055	
1	258.000	-72.492	
1	259.000	-70.531	
1	260.000	-68.380	
1	261.000	-66.215	
1	262.000	-64.196	
1	263.000	-62.333	
1	264.000	-60.433	
1	265.000	-58.426	
1	266.000	-55.860	
1	267.000	-49.965	
1	268.000	47.274	
1	269.000	16.092	
1	270.000	-26.165	
1	271.000	-72.927	
1	272.000	-75.073	
1	273.000	-73.902	
1	274.000	-72.278	
1	275.000	-70.383	
1	276.000	-68.333	
1	277.000	-66.270	
1	278.000	-64.294	
1	279.000	-62.499	
1	280.000	-60.808	
1	281.000	-59.078	
1	282.000	-56.844	
1	283.000	-52.592	
1	284.000	-10.054	
1	285.000	29.610	
1	286.000	-14.819	
1	287.000	-61.746	
1	288.000	-75.239	
1	289.000	-74.214	
1	290.000	-72.652	
1	291.000	-70.733	
1	292.000	-68.521	
1	293.000	-66.358	
1	294.000	-64.383	
1	295.000	-62.557	
1	296.000	-60.740	
1	297.000	-58.841	
1	298.000	-56.641	
1	299.000	-52.355	
1	300.000	-3.407	
1	301.000	28.152	
1	302.000	-16.205	
1	303.000	-63.773	
1	304.000	-75.229	
1	305.000	-74.192	
1	306.000	-72.662	
1	307.000	-70.786	
1	308.000	-68.700	
1	309.000	-66.603	
1	310.000	-64.592	
1	311.000	-62.661	
1	312.000	-60.881	
1	313.000	-58.980	
1	314.000	-56.612	
1	315.000	-52.157	
1	316.000	6.044	
1	317.000	26.868	
1	318.000	-17.304	
1	319.000	-65.389	
1	320.000	-75.254	
1	321.000	-74.203	
1	322.000	-72.643	
1	323.000	-70.779	
1	324.000	-68.727	
1	325.000	-66.584	
1	326.000	-64.580	
1	327.000	-62.691	
1	328.000	-60.880	
1	329.000	-59.048	
1	330.000	-56.789	
1	331.000	-52.625	
1	332.000	-12.655	
1	333.000	29.951	
1	334.000	-14.536	
1	335.000	-61.284	
1	336.000	-75.254	
1	337.000	-74.255	
1	338.000	-72.619	
1	339.000	-70.642	
1	340.000	-68.534	
1	341.000	-66.356	
1	342.000	-64.357	
1	343.000	-62.496	
1	344.000	-60.742	
1	345.000	-58.906	
1	346.000	-56.657	
1	347.000	-52.520	
1	348.000	-11.157	
1	349.000	29.473	
1	350.000	-15.023	
1	351.000	-62.043	
1	352.000	-75.289	
1	353.000	-74.254	
1	354.000	-72.712	
1	355.000	-70.790	
1	356.000	-68.649	
1	357.000	-66.486	
1	358.000	-64.401	
1	359.000	-62.428	
1	360.000	-60.643	
1	361.000	-58.781	
1	362.000	-56.483	
1	363.000	-51.896	
1	364.000	15.677	
1	365.000	25.402	
1	366.000	-18.580	
1	367.000	-66.994	
1	368.000	-75.248	
1	369.000	-74.218	
1	370.000	-72.603	
1	371.000	-70.683	
1	372.000	-68.657	
1	373.000	-66.536	
1	374.000	-64.587	
1	375.000	-62.645	
1	376.000	-60.758	
1	377.000	-58.809	
1	378.000	-56.190	
1	379.000	-50.708	
1	380.000	45.544	
1	381.000	19.252	
1	382.000	-23.598	
1	383.000	-71.607	
1	384.000	-75.119	
1	385.000	-73.875	
1	386.000	-72.177	
1	387.000	-70.260	
1	388.000	-68.221	
1	389.000	-66.108	
1	390.000	-64.126	
1	391.000	-62.329	
1	392.000	-60.516	
1	393.000	-58.631	
1	394.000	-56.167	
1	395.000	-51.052	
1	396.000	41.329	
1	397.000	21.039	
1	398.000	-22.189	
1	399.000	-70.627	
1	400.000	-75.159	
1	401.000	-73.973	
1	402.000	-72.381	
1	403.000	-70.432	
1	404.000	-68.334	
1	405.000	-66.227	
1	406.000	-64.266	
1	407.000	-62.397	
1	408.000	-60.499	
1	409.000	-58.530	
1	410.000	-55.890	
1	411.000	-49.915	
1	412.000	47.344	
1	413.000	15.895	
1	414.000	-26.313	
1	415.000	-73.015	
1	416.000	-75.063	
1	417.000	-73.911	
1	418.000	-72.238	
1	419.000	-70.316	
1	420.000	-68.226	
1	421.000	-66.118	
1	422.000	-64.156	
1	423.000	-62.407	
1	424.000	-60.728	
1	425.000	-58.897	
1	426.000	-56.436	
1	427.000	-51.518	
1	428.000	31.493	
1	429.000	23.400	
1	430.000	-20.221	
1	431.000	-68.826	
1	432.000	-75.189	
1	433.000	-74.086	
1	434.000	-72.459	
1	435.000	-70.491	
1	436.000	-68.399	
1	437.000	-66.353	
1	438.000	-64.436	
1	439.000	-62.697	
1	440.000	-61.094	
1	441.000	-59.412	
1	442.000	-57.315	
1	443.000	-53.791	
1	444.000	-36.622	
1	445.000	37.715	
1	446.000	-6.387	
1	447.000	-48.605	
1	448.000	-75.326	
1	449.000	-74.558	
1	450.000	-73.042	
1	451.000	-71.211	
1	452.000	-69.163	
1	453.000	-67.054	
1	454.000	-65.130	
1	455.000	-63.271	
1	456.000	-61.411	
1	457.000	-59.487	
1	458.000	-57.267	
1	459.000	-53.628	
1	460.000	-34.194	
1	461.000	36.381	
1	462.000	-7.946	
1	463.000	-50.845	
1	464.000	-75.294	
1	465.000	-74.500	
1	466.000	-72.978	
1	467.000	-71.113	
1	468.000	-68.992	
1	469.000	-66.805	
1	470.000	-64.795	
1	471.000	-62.833	
1	472.000	-61.005	
1	473.000	-59.173	
1	474.000	-56.889	
1	475.000	-52.946	
1	476.000	-22.349	
1	477.000	32.031	
1	478.000	-12.583	
1	479.000	-58.185	
1	480.000	-75.315	
1	481.000	-74.366	
1	482.000	-72.824	
1	483.000	-70.939	
1	484.000	-68.790	
1	485.000	-66.601	
1	486.000	-64.557	
1	487.000	-62.583	
1	488.000	-60.816	
1	489.000	-58.883	
1	490.000	-56.505	
1	491.000	-51.885	
1	492.000	16.133	
1	493.000	25.360	
1	494.000	-18.616	
1	495.000	-67.020	
1	496.000	-75.244	
1	497.000	-74.158	
1	498.000	-72.590	
1	499.000	-70.708	
