1	1.000	-69.467	
1	2.000	-70.166	
1	3.000	-68.571	
1	4.000	-66.625	
1	5.000	-64.657	
1	6.000	-62.805	
1	7.000	-61.029	
1	8.000	-59.231	
1	9.000	-57.077	
1	10.000	-53.672	
1	11.000	-37.721	
1	12.000	37.696	
1	13.000	-6.928	
1	14.000	-49.365	
1	15.000	-75.247	
1	16.000	-74.413	
1	17.000	-72.908	
1	18.000	-71.004	
1	19.000	-68.869	
1	20.000	-66.723	
1	21.000	-64.692	
1	22.000	-62.794	
1	23.000	-60.971	
1	24.000	-59.124	
1	25.000	-56.903	
1	26.000	-52.949	
1	27.000	-22.525	
1	28.000	32.028	
1	29.000	-12.608	
1	30.000	-58.176	
1	31.000	-75.284	
1	32.000	-74.329	
1	33.000	-72.746	
1	34.000	-70.901	
1	35.000	-68.858	
1	36.000	-66.732	
1	37.000	-64.656	
1	38.000	-62.758	
1	39.000	-60.931	
1	40.000	-58.997	
1	41.000	-56.529	
1	42.000	-51.769	
1	43.000	20.834	
1	44.000	24.781	
1	45.000	-19.092	
1	46.000	-67.616	
1	47.000	-75.197	
1	48.000	-74.076	
1	49.000	-72.408	
1	50.000	-70.489	
1	51.000	-68.492	
1	52.000	-66.462	
1	53.000	-64.592	
1	54.000	-62.839	
1	55.000	-61.204	
1	56.000	-59.479	
1	57.000	-57.426	
1	58.000	-54.074	
1	59.000	-39.560	
1	60.000	39.493	
1	61.000	-4.095	
1	62.000	-45.489	
1	63.000	-75.281	
1	64.000	-74.550	
1	65.000	-73.079	
1	66.000	-71.234	
1	67.000	-69.215	
1	68.000	-67.187	
1	69.000	-65.159	
1	70.000	-63.265	
1	71.000	-61.603	
1	72.000	-59.928	
1	73.000	-57.994	
1	74.000	-55.162	
1	75.000	-47.152	
1	76.000	45.604	
1	77.000	7.166	
1	78.000	-33.580	
1	79.000	-74.732	
1	80.000	-74.893	
1	81.000	-73.555	
1	82.000	-71.809	
1	83.000	-69.723	
1	84.000	-67.552	
1	85.000	-65.463	
1	86.000	-63.593	
1	87.000	-61.782	
1	88.000	-59.909	
1	89.000	-57.957	
1	90.000	-55.142	
1	91.000	-47.026	
1	92.000	45.455	
1	93.000	6.770	
1	94.000	-33.941	
1	95.000	-74.749	
1	96.000	-74.860	
1	97.000	-73.575	
1	98.000	-71.869	
1	99.000	-69.871	
1	100.000	-67.761	
1	101.000	-65.786	
1	102.000	-63.875	
1	103.000	-62.132	
1	104.000	-60.344	
1	105.000	-58.406	
1	106.000	-55.809	
1	107.000	-49.809	
1	108.000	47.404	
1	109.000	15.567	
1	110.000	-26.559	
1	111.000	-73.131	
1	112.000	-75.095	
1	113.000	-73.846	
1	114.000	-72.158	
1	115.000	-70.230	
1	116.000	-68.126	
1	117.000	-65.995	
1	118.000	-64.020	
1	119.000	-62.205	
1	120.000	-60.487	
1	121.000	-58.639	
1	122.000	-56.211	
1	123.000	-50.923	
1	124.000	43.303	
1	125.000	20.443	
1	126.000	-22.655	
1	127.000	-70.991	
1	128.000	-75.136	
1	129.000	-73.950	
1	130.000	-72.377	
1	131.000	-70.412	
1	132.000	-68.293	
1	133.000	-66.218	
1	134.000	-64.231	
1	135.000	-62.410	
1	136.000	-60.674	
1	137.000	-58.782	
1	138.000	-56.471	
1	139.000	-51.849	
1	140.000	17.846	
1	141.000	25.257	
1	142.000	-18.687	
1	143.000	-67.143	
1	144.000	-75.256	
1	145.000	-74.188	
1	146.000	-72.602	
1	147.000	-70.692	
1	148.000	-68.572	
1	149.000	-66.453	
1	150.000	-64.384	
1	151.000	-62.543	
1	152.000	-60.736	
1	153.000	-58.806	
1	154.000	-56.268	
1	155.000	-51.183	
1	156.000	39.561	
1	157.000	21.598	
1	158.000	-21.711	
1	159.000	-70.214	
1	160.000	-75.162	
1	161.000	-73.996	
1	162.000	-72.396	
1	163.000	-70.565	
1	164.000	-68.526	
1	165.000	-66.420	
1	166.000	-64.432	
1	167.000	-62.665	
1	168.000	-60.905	
1	169.000	-59.134	
1	170.000	-56.896	
1	171.000	-52.974	
1	172.000	-21.974	
1	173.000	32.145	
1	174.000	-12.434	
1	175.000	-57.932	
1	176.000	-75.269	
1	177.000	-74.316	
1	178.000	-72.769	
1	179.000	-70.859	
1	180.000	-68.843	
1	181.000	-66.819	
1	182.000	-64.817	
1	183.000	-62.848	
1	184.000	-61.021	
1	185.000	-59.189	
1	186.000	-56.887	
1	187.000	-52.959	
1	188.000	-22.215	
1	189.000	32.079	
1	190.000	-12.520	
1	191.000	-58.101	
1	192.000	-75.299	
1	193.000	-74.351	
1	194.000	-72.809	
1	195.000	-70.907	
1	196.000	-68.837	
1	197.000	-66.740	
1	198.000	-64.781	
1	199.000	-63.031	
1	200.000	-61.303	
1	201.000	-59.443	
1	202.000	-57.174	
1	203.000	-53.470	
1	204.000	-31.741	
1	205.000	35.328	
1	206.000	-9.129	
1	207.000	-52.661	
1	208.000	-75.289	
1	209.000	-74.385	
1	210.000	-72.872	
1	211.000	-70.980	
1	212.000	-68.916	
1	213.000	-66.806	
1	214.000	-64.790	
1	215.000	-62.928	
1	216.000	-61.131	
1	217.000	-59.344	
1	218.000	-57.211	
1	219.000	-53.613	
1	220.000	-34.374	
1	221.000	36.425	
1	222.000	-7.946	
1	223.000	-50.875	
